onset_qL,measure,label,root_pc,size
1.0,586,D (perfect-fourth major tetrachord),2,4
1.25,586,D (perfect-fourth major tetrachord),2,4
1.5,586,E (minor seventh chord),4,4
1.75,586,E (minor seventh chord),4,4
2.0,586,E (major pentatonic),4,5
2.25,586,E (major pentatonic),4,5
2.5,586,E (minor seventh chord),4,4
2.75,586,E (minor seventh chord),4,4
0.0,587,D (major triad),2,3
0.25,587,D (major triad),2,3
0.5,587,D (perfect-fourth major tetrachord),2,4
0.75,587,D (major triad),2,3
1.0,587,D (major triad),2,3
1.25,587,D (major triad),2,3
1.5,587,D (major-second major tetrachord),2,4
1.75,587,D (major triad),2,3
2.0,587,D (major triad),2,3
2.25,587,D (major triad),2,3
2.5,587,D (major seventh chord),2,4
2.75,587,D (major triad),2,3
0.0,588,E (major pentatonic),4,5
0.25,588,E (quartal tetramirror),4,4
0.5,588,E (quartal tetramirror),4,4
0.75,588,E (quartal tetramirror),4,4
1.0,588,E (quartal tetramirror),4,4
1.25,588,E (quartal tetramirror),4,4
1.5,588,D (major triad),2,3
1.75,588,D (major triad),2,3
2.0,588,D (major triad),2,3
2.25,588,D (major triad),2,3
2.5,588,D (major triad),2,3
2.75,588,D (major triad),2,3
0.0,589,A (dominant-ninth),9,5
0.25,589,A (dominant seventh chord),9,4
0.5,589,A (dominant seventh chord),9,4
0.75,589,A (dominant seventh chord),9,4
1.0,589,A (diminished pentacluster),9,5
1.25,589,A (dominant seventh chord),9,4
1.5,589,A (dominant seventh chord),9,4
1.75,589,A (dominant seventh chord),9,4
2.0,589,A (dominant seventh chord),9,4
2.25,589,A (dominant seventh chord),9,4
2.5,589,D (major triad),2,3
2.75,589,D (major triad),2,3
0.0,590,D (Major Third with octave doublings),2,2
0.25,590,D (Major Third with octave doublings),2,2
0.5,590,D (Major Third with octave doublings),2,2
0.75,590,D (Major Third with octave doublings),2,2
1.0,590,D (incomplete major-seventh chord),2,3
1.25,590,D (Major Third with octave doublings),2,2
1.5,590,D (major triad),2,3
1.75,590,D (major triad),2,3
2.0,590,D (major triad),2,3
2.25,590,D (major triad),2,3
2.5,590,D (Perfect Fourth with octave doublings),2,2
2.75,590,D (multiple octaves),2,1
0.0,591,E (incomplete minor-seventh chord),4,3
0.25,591,E (incomplete minor-seventh chord),4,3
0.5,591,E (incomplete minor-seventh chord),4,3
0.75,591,E (incomplete minor-seventh chord),4,3
1.0,591,C# (multiple octaves),1,1
1.5,591,D (multiple octaves),2,1
1.75,591,D (multiple octaves),2,1
2.0,591,D (Minor Sixth with octave doublings),2,2
2.25,591,D (multiple octaves),2,1
2.5,591,D (major triad),2,3
2.75,591,D (Major Third with octave doublings),2,2
0.0,592,D (incomplete dominant-seventh chord),2,3
0.25,592,D (Major Third with octave doublings),2,2
0.5,592,D (whole-tone trichord),2,3
0.75,592,D (Major Third with octave doublings),2,2
1.0,592,E (Major Second with octave doublings),4,2
1.25,592,E (note),4,1
1.5,592,D (incomplete dominant-seventh chord),2,3
1.75,592,D (Major Third with octave doublings),2,2
2.0,592,G (major triad),7,3
2.25,592,G (Perfect Fourth with octave doublings),7,2
2.5,592,D (Perfect Fourth with octave doublings),2,2
2.75,592,D (Perfect Fifth with octave doublings),2,2
0.0,593,D (Kumoi pentachord),2,5
0.25,593,D (dominant seventh chord),2,4
0.5,593,B (minor-diminished ninth chord),11,5
0.75,593,D (dominant seventh chord),2,4
1.0,593,D (multiple octaves),2,1
1.5,593,G (Perfect Fifth with octave doublings),7,2
1.75,593,D (multiple octaves),2,1
2.0,593,B (Minor Third with octave doublings),11,2
2.25,593,D (multiple octaves),2,1
2.5,593,G (major triad),7,3
2.75,593,G (major triad),7,3
0.0,594,G (major triad),7,3
1.0,594,G (note),7,1
4.0,595,G (Perfect Octave),7,1
0.0,596,G (Perfect Octave),7,1
4.0,596,G (Perfect Octave),7,1
0.0,597,F# (Perfect Octave),6,1
2.0,597,D (Perfect Octave),2,1
4.0,597,E (Perfect Octave),4,1
0.0,598,E (Perfect Octave),4,1
4.0,598,E (Perfect Octave),4,1
0.0,599,D (Perfect Octave),2,1
2.0,599,B (Perfect Octave),11,1
4.0,599,C (Perfect Octave),0,1
4.333333333333333,599,C (Perfect Octave),0,1
0.0,600,C (Perfect Octave),0,1
4.0,600,C (Perfect Octave),0,1
0.0,601,B (Perfect Octave),11,1
2.0,601,G (Perfect Octave),7,1
2.3333333333333335,601,G (Perfect Octave),7,1
0.0,602,E (Perfect Octave),4,1
4.0,602,E (Perfect Octave),4,1
0.0,603,D (Perfect Octave),2,1
4.0,603,G (major triad),7,3
5.0,603,G (major triad),7,3
5.5,603,G (major pentachord),7,5
0.0,604,A (lydian tetrachord),9,4
0.75,604,A (lydian tetrachord),9,4
1.0,604,G (Major Third with octave doublings),7,2
1.3333333333333333,604,G (Major Third with octave doublings),7,2
1.5,604,G (phrygian tetrachord),7,4
2.0,604,G (major triad),7,3
2.75,604,G (major triad),7,3
3.0,604,G (major pentachord),7,5
3.3333333333333335,604,G (major pentachord),7,5
3.5,604,G (major-second major tetrachord),7,4
4.0,604,G (major triad),7,3
4.75,604,G (major triad),7,3
5.0,604,G (major pentachord),7,5
5.5,604,C (incomplete major-seventh chord),0,3
5.75,604,C (incomplete major-seventh chord),0,3
0.0,605,G (major-ninth chord),7,5
0.5,605,D (major triad),2,3
0.75,605,D (major triad),2,3
1.0,605,D (major triad),2,3
1.3333333333333333,605,D (major triad),2,3
1.5,605,E (incomplete minor-seventh chord),4,3
2.0,605,E (lydian tetrachord),4,4
2.5,605,D (Major Third with octave doublings),2,2
2.75,605,D (Major Third with octave doublings),2,2
3.0,605,D (Major Third with octave doublings),2,2
3.3333333333333335,605,D (Major Third with octave doublings),2,2
3.5,605,D (Major Third with octave doublings),2,2
4.0,605,E (incomplete minor-seventh chord),4,3
4.5,605,E (incomplete minor-seventh chord),4,3
5.0,605,E (incomplete minor-seventh chord),4,3
5.5,605,E (incomplete minor-seventh chord),4,3
5.75,605,E (incomplete minor-seventh chord),4,3
0.0,606,E (incomplete minor-seventh chord),4,3
0.75,606,E (incomplete minor-seventh chord),4,3
1.0,606,C (major-second major tetrachord),0,4
1.3333333333333333,606,C (major-second major tetrachord),0,4
1.5,606,C (major-second major tetrachord),0,4
2.0,606,C (major triad),0,3
2.75,606,C (major triad),0,3
3.0,606,C (major triad),0,3
3.3333333333333335,606,C (major triad),0,3
3.5,606,C (major-ninth chord),0,5
4.0,606,C (major triad),0,3
4.75,606,C (major triad),0,3
5.0,606,C (major-second major tetrachord),0,4
5.5,606,C (major triad),0,3
0.0,607,C (major-ninth chord),0,5
1.0,607,G (major triad),7,3
1.3333333333333333,607,G (major triad),7,3
1.5,607,G (major pentachord),7,5
2.0,607,G (Major Third with octave doublings),7,2
2.75,607,G (Major Third with octave doublings),7,2
3.0,607,G (major triad),7,3
3.3333333333333335,607,G (major triad),7,3
3.5,607,A (lydian tetrachord),9,4
4.0,607,G (major triad),7,3
4.333333333333333,607,G (major triad),7,3
4.75,607,G (Major Third with octave doublings),7,2
5.0,607,C (major seventh chord),0,4
5.5,607,G (major triad),7,3
0.0,608,A (minor trichord),9,3
0.3333333333333333,608,A (minor trichord),9,3
0.75,608,A (minor trichord),9,3
1.0,608,A (major-second minor tetrachord),9,4
1.3333333333333333,608,A (major-second minor tetrachord),9,4
1.5,608,B (minor tetramirror),11,4
1.8333333333333333,608,B (minor tetramirror),11,4
2.0,608,A (minor triad),9,3
2.3333333333333335,608,A (minor triad),9,3
2.75,608,A (Minor Third with octave doublings),9,2
3.0,608,A (minor triad),9,3
3.3333333333333335,608,A (minor triad),9,3
3.5,608,B (minor tetramirror),11,4
3.8333333333333335,608,B (minor tetramirror),11,4
4.0,608,A (minor triad),9,3
4.083333333333333,608,A (minor triad),9,3
4.75,608,A (minor triad),9,3
5.0,608,A (perfect-fourth minor tetrachord),9,4
5.5,608,A (minor seventh chord),9,4
0.0,609,C (major-diminished tetrachord),0,4
0.75,609,C (major-diminished tetrachord),0,4
1.0,609,C (major-diminished tetrachord),0,4
1.5,609,E- (enharmonic equivalent to major triad),3,3
2.0,609,C (major triad),0,3
2.3333333333333335,609,C (major triad),0,3
2.75,609,C (major triad),0,3
3.0,609,C (major triad),0,3
3.3333333333333335,609,C (major triad),0,3
3.5,609,C (major seventh chord),0,4
4.0,609,C (major triad),0,3
4.75,609,C (major triad),0,3
5.0,609,C (major triad),0,3
5.5,609,C (major seventh chord),0,4
0.0,610,C (major triad),0,3
0.75,610,C (major triad),0,3
1.0,610,C (major triad),0,3
1.5,610,C (major seventh chord),0,4
2.0,610,C (major triad),0,3
2.75,610,C (major triad),0,3
3.0,610,C (major triad),0,3
3.5,610,C (major-ninth chord),0,5
4.0,610,C (major triad),0,3
4.75,610,C (major triad),0,3
5.0,610,F# (diminished-major ninth chord),6,5
5.5,610,C (major triad),0,3
0.0,611,D (major triad),2,3
5.75,611,D (major triad),2,3
0.0,612,C (Perfect Octave),0,1
2.0,612,D (Perfect Octave),2,1
5.0,612,C (Perfect Octave),0,1
2.0,613,F (Perfect Octave),5,1
5.0,613,F (Perfect Octave),5,1
0.0,614,F (Perfect Octave),5,1
4.0,614,F (Perfect Octave),5,1
0.0,615,F (Perfect Octave),5,1
4.0,615,D (Perfect Octave),2,1
4.333333333333333,615,D (Perfect Octave),2,1
0.0,616,D (Perfect Octave),2,1
4.0,616,C (Perfect Octave),0,1
0.0,617,C (Perfect Octave),0,1
2.0,617,A (Perfect Octave),9,1
4.0,617,G (Perfect Octave),7,1
0.0,618,F (Perfect Octave),5,1
0.3333333333333333,618,F (Perfect Octave),5,1
4.0,618,E (Perfect Octave),4,1
0.0,619,E (Perfect Octave),4,1
2.0,619,D (Perfect Octave),2,1
4.0,619,F (major triad),5,3
5.0,619,F (major triad),5,3
5.5,619,F (major triad),5,3
0.0,620,F (major triad),5,3
0.75,620,F (major triad),5,3
1.0,620,F (major-second major tetrachord),5,4
1.3333333333333333,620,F (major-second major tetrachord),5,4
1.5,620,F (major triad),5,3
2.0,620,B- (major triad),10,3
3.0,620,G (minor seventh chord),7,4
3.3333333333333335,620,G (minor seventh chord),7,4
3.5,620,B- (major triad),10,3
5.0,620,F (major-second major tetrachord),5,4
5.5,620,F (major triad),5,3
0.0,621,F (major triad),5,3
1.0,621,F (perfect-fourth major tetrachord),5,4
1.5,621,F (major triad),5,3
1.75,621,F (major triad),5,3
2.0,621,B- (major triad),10,3
2.75,621,B- (major triad),10,3
3.0,621,B- (major-second major tetrachord),10,4
3.3333333333333335,621,B- (major-second major tetrachord),10,4
3.5,621,B- (major triad),10,3
4.0,621,B- (major triad),10,3
5.0,621,B- (major-second major tetrachord),10,4
5.333333333333333,621,B- (major-second major tetrachord),10,4
5.5,621,B- (major triad),10,3
0.0,622,B- (major triad),10,3
1.0,622,B- (major-second major tetrachord),10,4
1.5,622,B- (major triad),10,3
3.0,622,B- (major-second major tetrachord),10,4
3.5,622,B- (major triad),10,3
4.0,622,B- (major triad),10,3
5.0,622,B- (major-second major tetrachord),10,4
5.5,622,B- (major triad),10,3
5.75,622,B- (major triad),10,3
0.0,623,B- (major triad),10,3
0.75,623,B- (major triad),10,3
1.0,623,B- (major-second major tetrachord),10,4
1.5,623,B- (major triad),10,3
2.0,623,B- (major triad),10,3
2.3333333333333335,623,B- (major triad),10,3
3.0,623,B- (major-second major tetrachord),10,4
3.5,623,B- (major triad),10,3
4.0,623,B- (major triad),10,3
4.333333333333333,623,B- (major triad),10,3
5.0,623,B- (major-second major tetrachord),10,4
5.5,623,B- (major triad),10,3
0.0,624,B- (major triad),10,3
0.3333333333333333,624,B- (major triad),10,3
1.0,624,B- (major-second major tetrachord),10,4
1.5,624,B- (major triad),10,3
2.0,624,B- (major triad),10,3
2.0833333333333335,624,B- (major triad),10,3
3.0,624,E (diminished-major ninth chord),4,5
3.5,624,B- (major triad),10,3
3.75,624,B- (major triad),10,3
3.8333333333333335,624,B- (major triad),10,3
4.0,624,C (perfect-fourth major tetrachord),0,4
4.083333333333333,624,C (major triad),0,3
4.75,624,C (major triad),0,3
5.0,624,C (major pentachord),0,5
5.5,624,C (major triad),0,3
5.75,624,C (major triad),0,3
0.0,625,C (major triad),0,3
0.75,625,C (major triad),0,3
1.0,625,C (major pentachord),0,5
1.5,625,C (major triad),0,3
2.0,625,F (major-second major tetrachord),5,4
3.0,625,D (minor seventh chord),2,4
3.5,625,F (major triad),5,3
4.0,625,C (major triad),0,3
5.0,625,C (major-second major tetrachord),0,4
5.333333333333333,625,C (major-second major tetrachord),0,4
5.5,625,C (major triad),0,3
0.0,626,F (major triad),5,3
0.3333333333333333,626,F (major triad),5,3
1.0,626,D (minor seventh chord),2,4
1.3333333333333333,626,D (minor seventh chord),2,4
1.5,626,F (major triad),5,3
3.0,626,B (diminished triad),11,3
3.5,626,B (minor-second diminished tetrachord),11,4
3.75,626,B (minor-second diminished tetrachord),11,4
4.0,626,C (Minor Sixth with octave doublings),0,2
4.75,626,C (Minor Sixth with octave doublings),0,2
5.0,626,F (incomplete major-seventh chord),5,3
5.5,626,F (incomplete major-seventh chord),5,3
5.75,626,F (incomplete major-seventh chord),5,3
0.0,627,C (major triad),0,3
1.0,627,A (minor seventh chord),9,4
1.5,627,C (major triad),0,3
2.0,627,G (major triad),7,3
3.0,627,G (major triad),7,3
3.5,627,G (major triad),7,3
4.0,627,G (minor triad),7,3
5.0,627,G (minor triad),7,3
0.0,628,G (minor triad),7,3
3.0,628,G (minor triad),7,3
4.0,628,G (major triad),7,3
5.0,628,G (major triad),7,3
0.0,629,C (major-second major tetrachord),0,4
2.0,629,C (major triad),0,3
4.0,629,C (major triad),0,3
0.0,630,A (minor triad),9,3
2.0,630,D (dominant seventh chord),2,4
5.0,630,G (minor triad),7,3
0.0,631,G (minor triad),7,3
2.0,631,D (major-minor tetramirror),2,4
3.5,631,D (major triad),2,3
4.0,631,G (minor triad),7,3
0.0,632,G (minor triad),7,3
4.0,632,G (minor triad),7,3
5.0,632,G (major triad),7,3
5.75,632,G (major triad),7,3
0.0,633,C (major triad),0,3
1.0,633,C (major triad),0,3
2.0,633,C (major triad),0,3
3.0,633,C (major triad),0,3
4.0,633,C (major triad),0,3
0.0,634,A (minor triad),9,3
2.0,634,D (dominant seventh chord),2,4
5.0,634,G (minor triad),7,3
0.0,635,G (minor triad),7,3
2.0,635,D (major-minor tetramirror),2,4
4.0,635,G (minor triad),7,3
0.0,636,G (minor triad),7,3
2.0,636,G (minor triad),7,3
4.0,636,G (minor triad),7,3
5.0,636,G (minor triad),7,3
0.0,637,F (major triad),5,3
2.0,637,F (major triad),5,3
4.0,637,F (major triad),5,3
5.0,637,F (major triad),5,3
0.0,638,B- (major triad),10,3
2.0,638,B- (major triad),10,3
4.0,638,C (major triad),0,3
0.0,639,C (major triad),0,3
4.0,639,C (major triad),0,3
0.0,640,C (major triad),0,3
4.0,640,C (major triad),0,3
0.0,641,C (major triad),0,3
4.0,641,C (major triad),0,3
0.0,642,F (major triad),5,3
2.0,642,F (Major Third with octave doublings),5,2
4.0,642,F (Major Third with octave doublings),5,2
0.0,643,D (major triad),2,3
2.0,644,E- (Major Third with octave doublings),3,2
4.0,644,E- (Major Third with octave doublings),3,2
5.0,644,E- (major triad),3,3
0.0,645,E- (major triad),3,3
4.0,645,E- (major triad),3,3
0.0,646,E- (major triad),3,3
2.0,646,E- (major triad),3,3
0.0,647,E- (major triad),3,3
4.0,647,E- (major triad),3,3
2.0,648,C# (diminished seventh chord),1,4
0.0,649,C# (diminished seventh chord),1,4
2.0,649,C# (diminished seventh chord),1,4
4.0,649,C# (diminished seventh chord),1,4
0.0,650,C# (diminished seventh chord),1,4
2.0,650,C# (diminished seventh chord),1,4
4.0,650,C# (diminished seventh chord),1,4
0.0,651,C# (diminished seventh chord),1,4
2.0,651,A (flat-ninth pentachord),9,5
2.25,651,A (flat-ninth pentachord),9,5
2.5,651,A (flat-ninth pentachord),9,5
2.6666666666666665,651,A (flat-ninth pentachord),9,5
2.75,651,A (flat-ninth pentachord),9,5
3.0,651,A (flat-ninth pentachord),9,5
3.25,651,A (flat-ninth pentachord),9,5
3.3333333333333335,651,A (flat-ninth pentachord),9,5
3.5,651,A (flat-ninth pentachord),9,5
3.6666666666666665,651,A (flat-ninth pentachord),9,5
3.75,651,A (flat-ninth pentachord),9,5
4.0,651,A (flat-ninth pentachord),9,5
4.25,651,A (flat-ninth pentachord),9,5
4.5,651,A (flat-ninth pentachord),9,5
4.666666666666667,651,A (flat-ninth pentachord),9,5
4.75,651,A (flat-ninth pentachord),9,5
5.0,651,A (flat-ninth pentachord),9,5
5.25,651,A (flat-ninth pentachord),9,5
5.333333333333333,651,A (flat-ninth pentachord),9,5
5.5,651,A (flat-ninth pentachord),9,5
5.666666666666667,651,A (flat-ninth pentachord),9,5
5.75,651,A (flat-ninth pentachord),9,5
0.0,652,A (flat-ninth pentachord),9,5
0.25,652,A (flat-ninth pentachord),9,5
0.5,652,A (flat-ninth pentachord),9,5
0.6666666666666666,652,A (flat-ninth pentachord),9,5
0.75,652,A (flat-ninth pentachord),9,5
1.0,652,A (flat-ninth pentachord),9,5
1.25,652,A (flat-ninth pentachord),9,5
1.3333333333333333,652,A (flat-ninth pentachord),9,5
1.5,652,A (flat-ninth pentachord),9,5
1.6666666666666667,652,A (flat-ninth pentachord),9,5
1.75,652,A (flat-ninth pentachord),9,5
2.0,652,A (flat-ninth pentachord),9,5
2.25,652,A (flat-ninth pentachord),9,5
2.5,652,A (flat-ninth pentachord),9,5
2.6666666666666665,652,A (flat-ninth pentachord),9,5
2.75,652,A (flat-ninth pentachord),9,5
3.0,652,A (flat-ninth pentachord),9,5
3.25,652,A (flat-ninth pentachord),9,5
3.3333333333333335,652,A (flat-ninth pentachord),9,5
3.5,652,A (flat-ninth pentachord),9,5
3.6666666666666665,652,A (flat-ninth pentachord),9,5
3.75,652,A (flat-ninth pentachord),9,5
4.0,652,A (flat-ninth pentachord),9,5
4.25,652,A (flat-ninth pentachord),9,5
4.5,652,A (flat-ninth pentachord),9,5
4.666666666666667,652,A (flat-ninth pentachord),9,5
4.75,652,A (flat-ninth pentachord),9,5
5.0,652,A (flat-ninth pentachord),9,5
5.25,652,A (flat-ninth pentachord),9,5
5.333333333333333,652,A (flat-ninth pentachord),9,5
5.5,652,A (flat-ninth pentachord),9,5
5.666666666666667,652,A (flat-ninth pentachord),9,5
5.75,652,A (flat-ninth pentachord),9,5
0.0,653,A (flat-ninth pentachord),9,5
0.25,653,A (flat-ninth pentachord),9,5
0.5,653,A (flat-ninth pentachord),9,5
0.6666666666666666,653,A (flat-ninth pentachord),9,5
0.75,653,A (flat-ninth pentachord),9,5
1.0,653,A (flat-ninth pentachord),9,5
1.25,653,A (flat-ninth pentachord),9,5
1.3333333333333333,653,A (flat-ninth pentachord),9,5
1.5,653,A (flat-ninth pentachord),9,5
1.6666666666666667,653,A (flat-ninth pentachord),9,5
1.75,653,A (flat-ninth pentachord),9,5
2.0,653,A (flat-ninth pentachord),9,5
2.25,653,A (flat-ninth pentachord),9,5
2.5,653,A (flat-ninth pentachord),9,5
2.6666666666666665,653,A (flat-ninth pentachord),9,5
2.75,653,A (flat-ninth pentachord),9,5
3.0,653,A (flat-ninth pentachord),9,5
3.25,653,A (flat-ninth pentachord),9,5
3.3333333333333335,653,A (flat-ninth pentachord),9,5
3.5,653,A (flat-ninth pentachord),9,5
3.6666666666666665,653,A (flat-ninth pentachord),9,5
3.75,653,A (flat-ninth pentachord),9,5
4.0,653,A (flat-ninth pentachord),9,5
4.25,653,A (flat-ninth pentachord),9,5
4.5,653,A (flat-ninth pentachord),9,5
4.666666666666667,653,A (flat-ninth pentachord),9,5
4.75,653,A (flat-ninth pentachord),9,5
5.0,653,A (flat-ninth pentachord),9,5
5.25,653,A (flat-ninth pentachord),9,5
5.333333333333333,653,A (flat-ninth pentachord),9,5
5.5,653,A (flat-ninth pentachord),9,5
5.666666666666667,653,A (flat-ninth pentachord),9,5
5.75,653,A (flat-ninth pentachord),9,5
0.0,654,A (flat-ninth pentachord),9,5
0.25,654,A (flat-ninth pentachord),9,5
0.5,654,A (flat-ninth pentachord),9,5
0.6666666666666666,654,A (flat-ninth pentachord),9,5
0.75,654,A (flat-ninth pentachord),9,5
1.0,654,A (flat-ninth pentachord),9,5
1.25,654,A (flat-ninth pentachord),9,5
1.3333333333333333,654,A (flat-ninth pentachord),9,5
1.4166666666666667,654,A (flat-ninth pentachord),9,5
1.5,654,A (flat-ninth pentachord),9,5
1.6666666666666667,654,A (flat-ninth pentachord),9,5
1.75,654,A (flat-ninth pentachord),9,5
2.0,654,A (flat-ninth pentachord),9,5
2.25,654,A (flat-ninth pentachord),9,5
2.5,654,A (flat-ninth pentachord),9,5
2.6666666666666665,654,A (flat-ninth pentachord),9,5
2.75,654,A (flat-ninth pentachord),9,5
3.0,654,A (flat-ninth pentachord),9,5
3.25,654,A (flat-ninth pentachord),9,5
3.3333333333333335,654,A (flat-ninth pentachord),9,5
3.5,654,A (flat-ninth pentachord),9,5
3.6666666666666665,654,A (flat-ninth pentachord),9,5
3.75,654,A (flat-ninth pentachord),9,5
